Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_performance_Impact,Festival,multiple_deliveries,pickup_time,Travel_Distance,Time_taken
20,4.7,4,3,6,0,2,10.0,9.3,26.0
38,4.6,1,4,12,0,2,10.0,8.9,20.0
37,4.4,4,4,8,0,2,15.0,6.3,35.0
27,4.8,2,1,9,0,2,10.0,23.0,20.0
35,4.7,1,1,6,0,2,5.0,17.2,21.0
22,4.7,6,1,3,0,1,5.0,14.4,15.0
36,4.9,1,1,3,0,2,10.0,5.8,26.0
24,4.6,2,1,6,0,2,5.0,2.8,14.0
26,4.5,2,4,3,0,2,5.0,13.2,25.0
26,4.6,6,3,6,0,2,5.0,9.5,29.0
22,4.5,5,4,9,0,1,5.0,9.9,14.0
30,4.6,6,2,3,0,2,5.0,7.4,30.0
28,4.7,5,1,6,0,1,4.0,19.0,10.0
36,4.0,6,1,3,0,1,5.0,3.0,23.0
32,4.6,4,1,6,0,2,15.0,4.0,18.0
21,4.8,4,2,12,0,1,5.0,21.2,27.0
26,4.9,1,1,6,0,2,5.0,2.8,18.0
30,4.9,3,2,9,0,2,15.0,15.4,30.0
36,4.0,1,4,3,0,4,5.0,17.5,44.0
36,4.9,3,4,3,0,2,10.0,5.5,38.0
20,4.7,5,4,12,0,1,5.0,18.3,19.0
22,4.9,3,2,8,0,2,15.0,13.5,27.0
23,4.9,4,4,8,0,2,12.0,25.8,31.0
30,4.7,5,4,12,0,2,15.0,21.5,30.0
20,4.8,4,1,3,0,2,10.0,2.9,24.0
31,4.6,3,3,8,0,2,15.0,2.8,27.0
37,4.6,4,1,6,0,1,5.0,2.8,15.0
26,4.7,6,4,6,0,2,15.0,14.7,19.0
31,4.5,3,1,12,0,2,15.0,13.6,22.0
34,4.5,6,4,8,0,2,10.0,14.9,43.0
32,4.6,4,2,3,0,2,15.0,16.2,38.0
31,4.6,2,4,8,0,1,10.0,7.4,27.0
27,4.9,1,1,3,0,1,15.0,2.5,17.0
29,4.9,4,1,6,0,1,10.0,4.6,27.0
28,4.8,6,2,3,0,1,10.0,6.6,17.0
29,4.9,3,1,6,0,2,15.0,17.0,17.0
26,4.6,6,2,9,0,2,10.0,23.5,20.0
21,4.8,5,1,3,0,1,15.0,15.8,19.0
28,4.7,5,1,6,0,2,15.0,6.6,16.0
23,4.7,2,4,9,0,2,15.0,13.85,25.0
29,4.5,5,1,3,0,1,10.0,9.0,21.0
27,4.9,5,1,6,0,2,12.0,16.1,14.0
35,4.2,4,2,8,0,3,15.0,16.0,38.0
37,4.5,1,4,12,0,2,15.0,16.5,24.0
32,4.7,5,2,3,0,2,10.0,16.9,38.0
28,5.0,3,2,12,0,2,5.0,8.8,28.0
27,4.5,2,2,3,0,3,10.0,20.4,38.0
35,4.9,2,1,3,0,2,15.0,22.4,36.0
23,4.0,2,4,6,0,3,15.0,24.4,43.0
30,4.4,6,4,6,0,2,15.0,11.2,32.0
34,4.5,1,1,3,0,1,5.0,28.5,24.0
28,4.8,5,4,3,0,1,5.0,27.3,29.0
36,4.1,6,4,6,0,2,10.0,9.8,34.0
39,4.6,5,3,8,0,2,15.0,8.9,30.0
28,4.9,5,3,12,0,1,8.0,3.3,10.0
32,4.6,2,2,3,0,1,15.0,12.7,28.0
24,4.8,1,3,12,0,1,15.0,3.3,19.0
27,4.8,4,2,3,0,2,10.0,8.1,27.0
32,4.7,3,1,12,0,2,5.0,8.7,20.0
31,4.9,1,1,3,0,1,10.0,2.2,23.0
25,4.7,6,2,6,0,2,5.0,12.0,22.0
34,5.0,6,2,3,0,2,10.0,8.7,38.0
32,4.8,5,1,8,0,1,10.0,4.0,22.0
38,5.0,4,4,3,0,3,5.0,25.1,45.0
23,4.7,4,1,6,0,2,5.0,10.7,11.0
38,4.9,6,1,6,0,1,15.0,5.2,22.0
22,4.8,1,4,3,0,2,10.0,17.5,20.0
22,4.7,4,3,3,0,1,10.0,8.4,26.0
21,5.0,5,4,8,0,2,5.0,17.6,26.0
33,4.8,5,4,6,0,2,5.0,21.85,29.0
34,4.0,3,2,3,0,2,5.0,15.8,40.0
22,4.9,5,2,3,0,2,5.0,9.6,12.0
20,5.0,1,2,3,0,2,13.0,14.8,22.0
37,4.0,6,2,8,0,1,15.0,5.9,32.0
30,4.9,1,4,3,0,2,15.0,21.9,37.0
34,4.8,2,1,3,0,1,15.0,6.2,24.0
27,4.6,2,2,12,0,1,5.0,7.9,12.0
29,4.9,2,1,9,0,2,10.0,7.9,19.0
20,4.9,6,4,3,0,2,5.0,9.1,15.0
35,4.6,5,2,9,0,2,10.0,8.9,27.0
30,4.7,3,4,3,0,2,5.0,8.6,30.0
37,4.8,1,1,8,0,2,5.0,3.3,11.0
24,4.9,6,1,8,0,1,10.0,10.6,11.0
33,4.9,1,2,6,0,2,15.0,17.9,22.0
39,4.7,2,2,12,0,2,5.0,30.1,33.0
30,4.7,1,2,8,0,2,10.0,28.4,22.0
34,4.8,1,4,9,0,2,10.0,15.1,17.0
26,4.6,4,1,6,0,1,5.0,4.4,14.0
34,4.5,3,1,6,0,2,5.0,14.0,18.0
37,4.9,2,4,3,0,2,5.0,20.9,45.0
25,4.8,5,3,3,0,2,8.0,7.6,26.0
24,4.9,2,2,3,0,2,15.0,8.4,26.0
35,4.0,6,1,3,0,2,15.0,14.4,31.0
32,4.8,1,3,9,0,2,12.0,10.6,18.0
21,5.0,2,4,3,0,2,10.0,28.1,42.0
39,4.8,1,4,3,0,2,8.0,12.7,25.0
24,4.9,5,1,3,0,1,5.0,24.1,18.0
24,4.6,5,2,12,0,2,12.0,8.1,24.0
25,4.9,3,3,9,0,2,12.0,4.2,19.0
39,4.6,2,4,3,0,2,5.0,6.7,28.0
24,5.0,4,4,3,0,2,10.0,12.8,26.0
26,4.9,5,2,8,0,2,10.0,12.5,28.0
24,4.7,5,1,9,0,1,10.0,18.7,16.0
32,4.6,6,1,12,0,2,5.0,3.6,28.0
27,4.9,4,2,3,0,1,10.0,10.6,20.0
28,4.8,3,4,3,0,2,10.0,21.65,31.0
33,4.0,2,1,3,0,2,15.0,12.9,43.0
36,5.0,3,1,12,0,2,5.0,9.55,25.0
29,4.4,3,4,3,0,1,15.0,14.0,32.0
36,4.7,4,3,8,0,2,12.0,9.2,24.0
26,4.7,3,1,6,0,1,5.0,7.9,13.0
27,4.5,4,1,4,0,2,12.0,5.699,26.0
37,4.0,2,2,6,0,2,5.0,20.4,35.0
39,4.8,3,1,12,0,2,15.0,4.6,23.0
36,4.7,6,3,3,0,2,5.0,8.1,32.0
39,4.1,4,4,12,0,2,15.0,24.5,35.0
39,4.7,6,4,6,0,2,8.0,20.5,33.0
36,4.8,4,4,3,0,2,10.0,11.2,29.0
29,4.8,5,3,3,0,2,10.0,7.3,27.0
23,4.8,2,4,6,0,2,15.0,6.5,34.0
21,4.8,2,2,3,1,2,5.0,15.7,39.0
34,4.5,6,2,12,0,2,15.0,18.8,36.0
21,4.8,5,1,6,0,2,5.0,2.4,15.0
35,4.1,2,2,6,0,2,5.0,12.6,31.0
33,4.7,3,1,8,0,1,5.0,6.0,29.0
38,5.0,5,2,3,0,2,5.0,14.0,34.0
38,4.1,6,4,8,0,1,10.0,30.8,32.0
27,4.5,5,1,8,0,1,5.0,5.2,11.0
25,4.6,4,4,8,0,2,5.0,7.8,44.0
31,4.8,4,2,8,0,3,10.0,25.6,38.0
32,4.9,3,3,6,0,2,5.0,8.1,31.0
22,4.5,1,2,3,0,1,5.0,15.6,17.0
36,4.6,2,1,6,0,1,10.0,4.5,15.0
50,1.0,4,1,16,0,2,8.0,10.7,28.0
33,4.6,1,2,9,0,2,5.0,24.5,25.0
36,4.3,5,4,6,0,1,5.0,10.7,32.0
24,4.9,1,1,3,0,2,5.0,5.5,18.0
31,4.9,4,2,6,0,1,8.0,6.6,15.0
24,4.1,6,1,3,0,2,10.0,6.6,18.0
22,4.9,5,1,6,0,2,10.0,4.8,14.0
25,4.9,5,4,6,0,2,15.0,16.8,28.0
39,4.7,1,4,3,0,2,10.0,11.6,29.0
20,4.8,3,1,12,0,1,5.0,3.5,14.0
32,4.9,2,3,12,0,2,15.0,9.4,30.0
28,5.0,6,4,6,0,2,5.0,26.2,17.0
25,4.6,5,1,6,0,2,10.0,3.7,12.0
33,4.4,6,4,6,0,2,5.0,18.2,40.0
25,4.6,4,1,3,0,2,10.0,4.7,24.0
24,4.6,1,1,8,0,1,15.0,24.0,29.0
34,4.3,6,4,12,0,2,15.0,35.3,41.0
25,4.1,4,4,12,0,2,10.0,32.6,36.0
31,4.8,4,1,8,0,2,5.0,3.8,18.0
30,4.0,4,2,3,0,2,15.0,13.9,33.0
32,4.3,6,4,6,0,2,15.0,24.9,37.0
21,4.8,3,4,3,0,1,10.0,15.0,16.0
37,4.4,6,4,6,0,2,10.0,18.7,42.0
34,4.7,3,1,12,0,2,8.0,3.5,23.0
21,4.7,5,2,6,0,1,5.0,22.4,24.0
31,4.5,5,4,12,0,2,5.0,17.7,38.0
21,4.6,1,4,12,0,2,12.0,15.9,20.0
37,4.8,2,4,8,0,2,10.0,22.8,37.0
30,4.6,6,2,3,0,4,15.0,24.1,48.0
34,4.9,6,4,6,0,1,10.0,21.9,28.0
22,4.6,3,4,8,0,2,15.0,21.8,27.0
24,4.7,5,1,6,0,2,15.0,30.2,19.0
29,4.0,4,1,8,0,3,7.0,14.45,44.0
27,4.7,2,1,8,0,1,5.0,10.4,11.0
34,4.9,1,2,3,0,2,10.0,6.9,26.0
29,4.7,3,4,8,0,2,5.0,30.4,25.0
28,4.7,1,4,3,0,2,10.0,13.4,25.0
21,4.8,1,1,12,0,2,12.0,4.4,15.0
30,4.7,5,2,8,0,1,12.0,10.3,26.0
26,4.6,3,1,12,0,1,15.0,4.5,19.0
21,5.0,3,1,8,0,2,10.0,15.9,17.0
38,4.1,5,4,12,0,2,15.0,7.4,32.0
20,4.6,4,4,12,0,2,15.0,26.7,31.0
25,4.8,1,4,3,0,1,15.0,23.4,21.0
28,4.6,3,4,3,0,2,5.0,9.8,28.0
34,4.4,6,4,3,0,3,10.0,19.9,51.0
24,4.7,2,1,3,0,2,10.0,9.0,20.0
28,4.7,6,4,3,0,2,5.0,15.5,28.0
35,4.6,6,4,9,0,2,10.0,17.8,25.0
27,4.9,1,1,3,0,2,5.0,16.7,17.0
25,4.6,2,2,9,0,2,10.0,9.9,19.0
34,4.7,2,1,3,0,2,5.0,33.1,37.0
25,4.8,2,4,3,0,2,15.0,12.6,27.0
36,4.2,6,1,3,0,1,10.0,4.9,30.0
30,4.5,4,1,3,0,2,15.0,3.3,24.0
34,4.7,6,1,8,0,2,10.0,19.0,27.0
25,4.6,1,4,12,0,2,15.0,7.3,17.0
21,4.7,6,2,6,0,2,15.0,20.6,18.0
26,4.2,4,1,16,0,2,15.0,28.5,31.0
27,4.9,5,1,8,0,1,15.0,18.8,18.0
33,4.7,1,2,9,0,2,15.0,15.1,28.0
25,2.5,1,1,8,0,1,15.0,15.3,34.0
23,4.5,4,1,3,0,1,5.0,4.1,21.0
25,4.8,1,1,3,0,2,8.0,6.6,15.0
33,4.5,5,4,8,0,2,10.0,22.2,37.0
26,4.8,4,1,6,0,1,12.0,16.8,14.0
27,4.6,3,2,12,0,2,10.0,9.2,21.0
37,4.9,4,2,6,0,1,10.0,8.1,19.0
30,4.7,4,1,9,0,1,15.0,6.1,17.0
30,4.2,2,2,9,1,1,5.0,18.8,39.0
34,4.1,6,1,3,0,2,12.0,12.6,23.0
26,5.0,6,1,8,0,2,5.0,12.2,18.0
30,4.7,5,1,6,0,1,5.0,4.8,26.0
27,4.7,6,4,3,0,2,15.0,6.7,29.0
32,4.5,1,2,8,0,2,8.0,15.9,27.0
24,4.6,5,4,3,0,2,10.0,28.0,31.0
26,4.7,3,2,3,0,2,10.0,13.8,21.0
34,4.7,4,1,3,0,2,15.0,16.4,42.0
26,4.8,1,2,8,0,1,8.0,13.1,14.0
20,4.8,2,4,3,0,2,8.0,9.9,22.0
37,4.8,4,4,6,0,3,13.0,13.7,40.0
23,4.5,6,2,3,0,1,15.0,13.2,23.0
29,4.7,2,3,3,0,1,12.0,7.6,27.0
30,4.6,3,1,8,0,1,5.0,17.5,17.0
29,4.9,4,1,3,0,2,5.0,2.5,19.0
26,4.8,4,2,12,0,2,5.0,26.6,28.0
23,4.6,6,1,8,0,2,5.0,8.0,14.0
30,4.7,3,1,3,0,2,15.0,22.4,20.0
23,4.9,2,2,6,0,2,5.0,34.0,30.0
39,5.0,2,4,3,1,3,8.0,16.6,51.0
23,4.6,3,4,3,0,1,15.0,16.9,31.0
31,4.7,5,1,6,0,1,15.0,2.0,25.0
28,4.7,3,4,8,0,2,15.0,17.2,22.0
33,4.7,5,4,8,0,2,8.0,14.6,26.0
22,4.7,6,2,6,0,2,15.0,6.0,26.0
38,4.8,2,3,6,0,2,5.0,4.2,28.0
35,5.0,4,1,12,0,1,5.0,2.4,18.0
20,4.8,6,2,12,0,2,10.0,18.0,16.0
22,4.9,1,2,6,0,2,5.0,13.1,12.0
39,4.8,5,1,8,0,2,5.0,21.6,22.0
22,4.1,3,1,3,0,2,10.0,3.2,26.0
28,4.3,2,4,9,0,2,10.0,25.3,31.0
38,4.1,6,3,8,0,2,10.0,8.2,33.0
25,5.0,4,1,8,0,1,5.0,17.2,26.0
34,3.5,2,1,6,0,1,10.0,18.2,34.0
32,3.6,2,1,6,0,2,5.0,22.3,35.0
31,3.9,6,2,12,0,2,15.0,30.8,31.0
22,5.0,6,1,6,0,2,8.0,13.8,11.0
35,4.7,5,1,8,0,2,8.0,6.9,28.0
21,4.8,3,4,9,0,1,5.0,8.4,28.0
39,4.6,4,4,3,0,2,10.0,6.2,28.0
28,4.6,2,2,3,0,2,10.0,33.9,36.0
38,4.8,3,1,12,0,2,15.0,16.0,19.0
35,4.8,2,4,3,1,2,5.0,36.25,50.0
34,4.6,2,1,3,1,2,15.0,27.7,42.0
24,4.6,4,2,8,0,1,15.0,6.6,17.0
27,4.7,2,2,3,0,1,15.0,19.5,32.0
36,4.6,1,2,6,0,2,15.0,11.6,19.0
23,4.9,6,4,6,0,2,15.0,17.4,21.0
33,3.5,2,1,8,0,2,10.0,14.4,34.0
23,5.0,2,1,6,0,1,12.0,6.8,13.0
32,4.8,2,3,12,0,2,15.0,10.2,28.0
36,4.8,5,1,8,0,2,10.0,15.9,18.0
31,4.1,2,4,6,0,2,8.0,25.1,46.0
35,4.4,6,1,3,0,2,5.0,1.9,30.0
35,4.7,2,4,8,0,2,5.0,22.3,41.0
37,4.7,1,1,12,0,2,15.0,22.0,22.0
25,4.2,3,1,3,0,1,8.0,1.6,15.0
26,4.6,4,1,8,0,2,5.0,6.0,18.0
25,4.4,4,4,6,1,2,10.0,19.3,44.0
25,4.7,1,1,3,0,2,5.0,2.6,10.0
27,4.7,4,2,6,0,1,5.0,13.7,18.0
33,4.8,4,4,3,0,2,15.0,10.3,27.0
26,4.6,5,2,9,0,2,10.0,6.699,19.0
36,4.1,6,2,6,0,2,12.0,20.9,33.0
20,4.5,6,3,6,0,1,5.0,4.5,21.0
36,3.9,1,4,6,0,2,15.0,16.5,32.0
22,4.9,4,4,8,0,1,5.0,5.7,22.0
28,4.4,4,4,6,0,2,10.0,18.8,32.0
22,4.8,4,3,12,0,1,10.0,2.5,30.0
31,4.7,3,1,12,0,2,15.0,6.2,21.0
31,4.6,6,2,3,0,1,15.0,10.0,26.0
20,4.6,6,4,3,0,3,15.0,19.5,16.0
32,4.6,2,4,8,0,3,10.0,18.0,40.0
29,5.0,1,4,9,0,2,8.0,17.8,12.0
21,4.6,3,4,3,0,2,5.0,25.1,33.0
34,4.9,4,4,12,1,3,10.0,20.6,42.0
37,4.9,5,1,9,0,2,15.0,11.1,23.0
20,4.8,3,1,9,0,1,10.0,3.9,11.0
26,4.8,4,3,9,0,2,15.0,3.0,21.0
31,4.6,3,1,9,0,2,5.0,5.1,29.0
25,4.9,2,3,8,0,2,13.0,8.6,32.0
22,4.6,1,4,6,0,2,10.0,8.6,17.0
25,4.6,5,4,8,0,2,5.0,6.7,27.0
36,4.6,3,4,3,0,2,5.0,22.8,36.0
28,4.8,2,1,12,0,1,5.0,11.6,13.0
23,4.7,6,3,3,0,1,8.0,8.8,19.0
32,4.5,6,4,8,0,3,15.0,23.6,41.0
35,4.6,1,1,3,0,2,15.0,24.3,22.0
36,4.6,1,2,3,0,1,15.0,18.2,34.0
27,4.9,5,2,12,0,2,10.0,9.1,23.0
26,4.2,6,1,3,0,2,5.0,4.4,28.0
37,4.8,5,1,8,0,2,5.0,33.9,16.0
25,4.7,3,1,6,0,1,5.0,2.1,16.0
22,4.7,6,1,6,0,2,12.0,2.7,13.0
28,4.2,6,1,3,0,2,5.0,3.2,29.0
31,5.0,1,1,3,0,1,5.0,18.3,25.0
21,4.6,5,2,12,0,2,8.0,12.2,23.0
39,5.0,2,1,3,0,1,15.0,24.299,36.0
20,4.8,6,2,6,0,2,12.0,11.8,28.0
37,4.7,3,4,12,0,2,10.0,18.7,29.0
22,4.5,6,4,8,0,2,10.0,6.4,29.0
32,4.9,1,1,3,0,2,5.0,2.6,23.0
26,5.0,6,3,8,0,1,8.0,7.7,13.0
25,4.6,1,4,12,0,1,15.0,9.0,19.0
25,4.1,2,4,12,0,1,5.0,6.7,31.0
30,4.8,5,2,8,0,2,15.0,28.5,25.0
22,4.6,5,3,3,0,2,5.0,3.5,15.0
24,4.9,1,1,3,0,1,15.0,26.4,25.0
33,4.6,1,2,3,0,2,5.0,31.7,30.0
36,4.8,4,2,3,0,2,5.0,23.9,36.0
38,4.1,6,3,3,1,2,5.0,3.4,41.0
24,4.7,5,1,12,0,1,13.0,26.2,14.0
32,4.6,6,1,9,0,2,5.0,18.1,27.0
33,5.0,5,1,6,0,2,10.0,4.9,26.0
33,4.9,4,3,3,0,2,10.0,1.9,25.0
27,4.5,3,2,6,0,2,12.0,36.25,22.0
26,4.8,6,1,12,0,1,10.0,1.7,11.0
39,4.8,2,2,6,0,2,15.0,10.9,19.0
31,4.5,1,4,12,0,1,15.0,16.0,23.0
39,4.7,2,1,8,0,2,12.0,8.9,18.0
27,4.8,3,3,6,0,2,10.0,2.3,27.0
25,4.3,2,2,9,0,2,15.0,19.7,34.0
32,3.6,4,1,9,0,2,15.0,24.0,32.0
20,4.6,1,1,3,0,1,11.0,2.3,14.0
25,4.9,2,1,9,0,1,10.0,15.5,22.0
35,3.7,6,2,8,0,1,12.0,12.6,32.0
25,4.7,4,4,6,0,1,15.0,11.9,20.0
28,4.6,2,2,3,0,1,5.0,12.3,27.0
34,4.4,4,4,8,0,3,10.0,23.7,38.0
28,4.1,5,4,3,0,2,10.0,15.3,34.0
28,4.6,3,1,8,0,2,10.0,32.2,17.0
39,4.8,4,1,3,0,4,8.0,16.9,44.0
38,4.3,6,2,12,0,2,10.0,17.2,33.0
24,4.5,4,1,12,0,2,15.0,20.1,29.0
35,4.1,5,4,6,0,3,15.0,17.15,37.0
20,5.0,5,1,12,0,1,5.0,17.3,15.0
33,4.9,3,4,8,0,1,5.0,9.0,32.0
21,4.5,1,4,3,0,2,15.0,21.3,20.0
29,4.9,6,1,8,0,2,12.0,4.0,15.0
27,4.3,4,4,9,0,2,10.0,13.1,33.0
36,4.8,6,3,6,0,2,5.0,7.9,26.0
22,5.0,6,1,8,0,1,8.0,5.0,15.0
21,4.0,2,2,6,0,1,15.0,14.0,37.0
35,4.6,2,1,8,0,1,10.0,5.7,15.0
38,4.5,5,4,12,0,2,10.0,11.0,29.0
21,4.6,4,2,6,0,2,15.0,20.9,29.0
27,4.6,4,1,3,0,1,5.0,8.7,23.0
27,4.9,4,1,8,0,2,5.0,5.3,18.0
21,4.2,3,1,3,0,1,8.0,3.6,23.0
32,4.8,4,4,6,1,2,13.0,28.3,43.0
21,4.8,3,4,6,0,1,5.0,13.1,12.0
26,4.9,3,4,12,0,2,15.0,15.1,29.0
34,5.0,6,2,6,0,1,10.0,25.2,22.0
24,4.5,5,1,9,0,1,10.0,31.8,12.0
29,4.3,4,4,6,0,1,10.0,31.6,35.0
34,4.8,6,4,6,0,2,8.0,6.2,26.0
32,4.7,4,4,3,0,3,5.0,23.7,48.0
28,4.9,3,4,12,0,2,5.0,19.2,18.0
32,4.8,2,2,6,0,2,8.0,13.4,19.0
30,4.6,5,4,8,0,2,10.0,12.0,26.0
37,4.7,6,1,8,0,2,5.0,3.0,29.0
26,4.7,2,4,3,0,2,8.0,18.3,38.0
28,4.7,4,1,3,0,2,5.0,25.0,23.0
24,4.9,2,1,6,0,2,5.0,27.2,21.0
20,4.7,3,4,12,0,2,5.0,22.8,29.0
22,4.9,2,1,12,0,1,6.0,4.5,14.0
30,4.7,5,1,8,0,2,5.0,21.9,27.0
20,4.8,5,3,12,0,2,15.0,5.9,27.0
29,4.4,4,1,16,0,2,8.0,12.9,32.0
26,4.8,4,3,6,0,2,5.0,5.5,22.0
25,4.7,6,4,12,0,1,10.0,10.633,16.0
36,4.3,5,4,8,1,2,5.0,13.5,44.0
20,4.7,2,3,8,0,2,8.0,4.4,33.0
31,4.8,4,1,8,0,2,5.0,28.4,26.0
36,4.6,3,1,12,0,2,5.0,6.0,24.0
23,4.7,1,2,3,0,2,10.0,8.1,22.0
27,4.0,3,1,3,0,2,5.0,12.8,28.0
38,4.6,2,1,3,0,1,15.0,4.1,23.0
24,4.5,2,1,3,0,2,15.0,17.6,23.0
20,4.6,6,4,9,0,2,12.0,36.25,15.0
34,4.8,1,3,3,0,2,5.0,7.9,20.0
34,4.8,2,4,12,0,2,5.0,6.7,35.0
20,4.6,2,1,6,0,1,8.0,13.6,10.0
24,4.6,2,4,6,0,2,10.0,12.2,21.0
33,4.6,1,4,6,0,2,10.0,14.2,17.0
28,4.5,2,1,6,0,2,10.0,6.0,25.0
27,4.8,1,4,6,0,1,10.0,19.2,14.0
30,4.7,4,4,6,0,4,10.0,27.8,47.0
38,4.9,3,1,3,0,2,15.0,24.1,20.0
25,4.6,2,4,8,0,1,5.0,28.3,33.0
22,4.5,1,1,3,0,1,5.0,2.0,14.0
31,4.8,2,2,6,0,2,15.0,21.85,40.0
39,4.7,5,1,12,0,2,5.0,3.3,20.0
22,5.0,1,1,3,0,2,15.0,16.5,26.0
36,3.8,1,4,9,0,2,5.0,28.2,33.0
38,4.8,6,1,8,0,1,5.0,20.75,17.0
21,4.9,1,1,9,0,2,10.0,3.5,20.0
25,4.7,1,4,8,0,2,15.0,13.4,23.0
29,4.9,4,4,3,0,3,15.0,17.9,45.0
28,4.8,5,1,6,0,2,5.0,5.6,14.0
25,4.7,4,1,12,0,2,10.0,21.3,24.0
26,4.4,5,1,3,0,1,5.0,3.7,24.0
29,4.1,1,4,3,0,1,5.0,21.5,33.0
38,4.7,3,1,8,0,2,10.0,3.8,26.0
31,4.8,2,3,3,0,2,8.0,9.7,33.0
27,4.7,6,1,8,0,1,10.0,2.7,11.0
29,4.5,5,1,3,0,2,5.0,34.1,16.0
39,4.4,4,4,6,0,2,10.0,9.8,36.0
20,4.8,4,1,8,0,2,10.0,16.9,22.0
31,3.7,5,2,6,0,1,5.0,22.8,35.0
27,4.7,4,4,6,0,2,15.0,13.7,23.0
31,4.5,5,1,3,0,2,5.0,6.7,24.0
31,4.5,1,4,6,0,1,10.0,17.2,26.0
33,4.3,6,4,3,0,2,5.0,34.0,41.0
28,4.8,6,1,3,0,2,15.0,15.0,24.0
20,4.7,6,4,3,0,2,10.0,6.7,26.0
22,4.8,6,1,8,0,1,7.0,4.4,18.0
28,4.8,5,4,3,1,2,12.0,31.1,47.0
35,4.2,3,3,3,0,2,15.0,8.2,34.0
20,4.6,4,4,3,1,1,15.0,17.0,44.0
37,4.7,1,1,6,0,2,15.0,34.0,25.0
37,4.7,2,4,3,0,2,15.0,15.3,46.0
24,4.2,5,4,3,0,3,5.0,15.3,37.0
36,4.7,1,2,8,0,2,15.0,7.0,23.0
29,4.7,3,3,3,0,1,8.0,10.3,22.0
20,5.0,6,2,6,0,2,12.0,13.4,17.0
32,4.9,2,1,3,0,1,5.0,4.6,22.0
31,5.0,4,2,9,0,2,10.0,10.3,17.0
38,4.8,5,1,6,0,2,5.0,3.9,20.0
28,4.9,6,4,3,0,2,15.0,27.0,26.0
36,4.6,5,1,6,0,2,10.0,19.8,21.0
39,4.5,1,3,6,0,2,10.0,4.5,19.0
30,4.4,3,4,9,0,2,12.0,22.05,32.0
22,4.5,2,2,6,0,1,5.0,10.85,18.0
24,4.8,4,3,9,0,2,10.0,4.9,29.0
21,5.0,1,4,6,0,1,15.0,19.0,18.0
27,4.7,2,2,3,0,1,10.0,9.2,22.0
25,4.6,2,2,6,0,2,15.0,13.1,35.0
35,4.8,3,1,12,0,2,5.0,18.1,24.0
37,4.6,2,1,12,0,1,10.0,22.3,26.0
22,4.6,2,1,3,0,2,10.0,2.1,17.0
33,4.9,4,2,8,0,2,10.0,13.9,16.0
28,4.6,4,2,12,0,1,12.0,6.5,19.0
34,4.5,6,4,6,0,2,10.0,11.75,27.0
29,4.9,1,1,8,0,1,10.0,18.4,27.0
22,4.6,3,1,8,0,1,10.0,11.9,18.0
34,4.9,2,1,6,0,2,5.0,2.9,17.0
26,4.6,6,1,8,0,1,5.0,19.0,14.0
24,4.8,5,1,8,0,1,15.0,2.3,17.0
28,4.8,1,1,3,0,2,5.0,36.25,22.0
24,4.9,6,2,12,0,2,15.0,23.6,17.0
36,4.6,6,3,9,0,2,15.0,8.9,34.0
38,4.6,4,2,12,0,1,5.0,13.5,36.0
35,4.6,5,2,9,0,2,8.0,12.3,25.0
20,4.3,3,1,3,0,2,15.0,13.1,17.0
23,4.9,3,1,3,0,2,15.0,23.6,23.0
25,3.4,1,1,8,0,2,15.0,28.0,44.0
20,4.6,3,1,8,0,1,5.0,2.5,18.0
36,4.1,3,2,6,0,2,15.0,20.4,34.0
39,4.8,1,1,8,0,2,8.0,2.5,12.0
31,4.7,6,3,3,0,2,15.0,18.3,32.0
33,4.8,6,2,6,0,2,10.0,5.9,29.0
27,4.9,5,2,6,0,2,5.0,6.7,23.0
38,4.8,3,1,3,0,2,10.0,12.299,23.0
31,4.4,3,4,3,0,2,10.0,17.8,40.0
35,4.5,1,1,3,0,2,15.0,24.1,22.0
36,4.9,1,2,12,0,2,15.0,11.3,22.0
30,5.0,4,4,3,1,4,5.0,14.6,51.5
34,4.6,3,4,9,0,1,10.0,23.3,25.0
27,4.9,6,1,6,0,1,10.0,5.9,12.0
34,4.6,2,4,3,1,3,10.0,18.85,48.0
27,4.1,1,3,3,0,4,5.0,8.8,51.5
34,3.8,5,4,12,1,2,10.0,16.9,40.0
27,4.0,2,4,9,0,2,5.0,15.0,39.0
33,4.6,2,2,3,0,2,10.0,12.2,27.0
37,4.6,6,4,9,0,2,11.0,10.0,26.0
23,4.9,2,1,6,0,1,5.0,3.3,15.0
25,5.0,1,1,8,0,2,15.0,11.8,23.0
22,4.9,2,4,3,0,2,10.0,11.4,29.0
35,4.4,2,4,6,0,2,10.0,19.7,36.0
22,5.0,6,1,6,0,2,5.0,21.1,11.0
31,5.0,2,1,8,0,2,5.0,8.3,16.0
26,4.7,5,2,6,0,1,5.0,9.3,20.0
25,5.0,5,3,3,0,1,5.0,3.2,27.0
27,4.6,2,3,8,0,2,5.0,3.8,29.0
34,4.9,1,1,3,0,2,12.0,3.9,22.0
23,5.0,6,4,3,0,3,5.0,26.2,39.0
38,5.0,1,1,6,0,2,15.0,13.0,19.0
31,4.9,3,2,3,0,2,5.0,8.9,27.0
22,4.7,1,4,8,0,1,4.0,10.7,10.0
38,5.0,3,2,3,0,3,10.0,12.2,36.0
20,4.9,4,4,8,0,2,10.0,23.3,33.0
